base_name,extension,first_frame,last_frame,frame_count,missing_frame_count,total_size_bytes,total_size_human,directory,first_frame_path,width,height,fps,codec,pix_fmt,duration_sec
CHAMA,.jpg,1,3,3,0,451568,441.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\CHAMA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\CHAMA\CHAMA_01.jpg,,,,,,
CHIMP,.jpg,1,3,3,0,400847,391.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\CHIMP,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\CHIMP\CHIMP_01.jpg,,,,,,
COW,.jpg,1,3,3,0,352366,344.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\COW,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\COW\COW_01.jpg,,,,,,
CRAB,.jpg,1,3,3,0,444255,433.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\CRAB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\CRAB\CRAB_01.jpg,,,,,,
ELEPHA,.jpg,1,3,3,0,504235,492.4 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\ELEPHANT,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\ELEPHANT\ELEPHA01.jpg,,,,,,
FLAM,.jpg,1,3,3,0,366251,357.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\FLAM,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\FLAM\FLAM_01.jpg,,,,,,
FLY,.jpg,1,3,3,0,566927,553.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\FLY,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\FLY\FLY_01.jpg,,,,,,
GALLIM,.jpg,1,3,3,0,424328,414.4 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\GALLIM,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\GALLIM\GALLIM01.jpg,,,,,,
GIRAFF,.jpg,1,3,3,0,459351,448.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\GIRAFFE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\GIRAFFE\GIRAFF01.jpg,,,,,,
GORILL,.jpg,1,3,3,0,420021,410.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\GORILLA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\GORILLA\GORILL01.jpg,,,,,,
KOMODO,.jpg,1,3,3,0,521486,509.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\KOMODO,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\KOMODO\KOMODO01.jpg,,,,,,
KWHF,.jpg,1,3,3,0,326017,318.4 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\KWHF,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\KWHF\KWHF_01.jpg,,,,,,
LABRAT,.jpg,1,3,3,0,507878,496.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\LABRAT,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\LABRAT\LABRAT01.jpg,,,,,,
LIONES,.jpg,1,3,3,0,456142,445.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\LIONESS,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\LIONESS\LIONES01.jpg,,,,,,
LOBSTE,.jpg,1,3,3,0,504071,492.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\LOBSTER,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\LOBSTER\LOBSTE01.jpg,,,,,,
LPRAWN,.jpg,1,3,3,0,588741,574.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\LPRAWN,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\LPRAWN\LPRAWN01.jpg,,,,,,
OCTOPU,.jpg,1,3,3,0,525251,512.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\OCTOPUS,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\OCTOPUS\OCTOPU01.jpg,,,,,,
PAREXO,.jpg,1,3,3,0,471828,460.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\PAREXO,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\PAREXO\PAREXO01.jpg,,,,,,
PTERAN,.jpg,1,3,3,0,590589,576.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\PTERANO,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\PTERANO\PTERAN01.jpg,,,,,,
SANPED,.jpg,1,3,3,0,588722,574.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\SANPEDRO,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\SANPEDRO\SANPED01.jpg,,,,,,
SCOR,.jpg,1,3,3,0,527252,514.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\SCOR,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\SCOR\SCOR_01.jpg,,,,,,
SHEEP,.jpg,1,3,3,0,466533,455.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\SHEEPH,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\SHEEPH\SHEEP01.jpg,,,,,,
SLMN,.jpg,1,3,3,0,454303,443.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\SLMN,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\SLMN\SLMN01.jpg,,,,,,
TARANT,.jpg,1,3,3,0,734336,717.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\TARANTU,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\TARANTU\TARANT01.jpg,,,,,,
TIRARE,.jpg,1,3,3,0,396371,387.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\TIRAREX,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\TIRAREX\TIRARE01.jpg,,,,,,
TRICER,.jpg,1,3,3,0,450071,439.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\TRICERA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\TRICERA\TRICER01.jpg,,,,,,
TURTLE,.jpg,1,3,3,0,512252,500.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\TURTLE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\TURTLE\TURTLE01.jpg,,,,,,
WSHARK,.jpg,1,3,3,0,361985,353.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\WSHARKF,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\WSHARKF\WSHARK01.jpg,,,,,,
ZEBRA,.jpg,1,3,3,0,643270,628.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\ZEBRA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ANIMALS\ZEBRA\ZEBRA_01.jpg,,,,,,
BANKHA,.jpg,1,3,3,0,717392,700.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\BANKHAUS,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\BANKHAUS\BANKHA01.jpg,,,,,,
BARN,.jpg,1,3,3,0,855427,835.4 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\BARN,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\BARN\BARN_01.jpg,,,,,,
COLI,.jpg,1,3,3,0,1175919,1.1 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\COLI,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\COLI\COLI_01.jpg,,,,,,
COLIBU,.jpg,1,7,7,0,54554,53.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\COLI\COLI,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\COLI\COLI\COLIBU01.JPG,,,,,,
COLIOP,.jpg,1,4,4,0,28275,27.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\COLI\COLI,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\COLI\COLI\COLIOP01.JPG,,,,,,
DIESPO,.jpg,1,3,3,0,789942,771.4 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\DIESPOM,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\DIESPOM\DIESPO01.jpg,,,,,,
ESTACI,.jpg,1,3,3,0,828535,809.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\ESTACI,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\ESTACI\ESTACI01.jpg,,,,,,
GUTENB,.jpg,1,3,3,0,911523,890.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\GUTENB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\GUTENB\GUTENB01.jpg,,,,,,
HANGAR,.jpg,1,3,3,0,762382,744.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\HANGAR,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\HANGAR\HANGAR01.jpg,,,,,,
KEHL,.jpg,1,3,3,0,663572,648.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\KEHL,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\KEHL\KEHL_01.jpg,,,,,,
LONIC,.jpg,1,3,3,0,756777,739.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\LONIC,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\LONIC\LONIC_01.jpg,,,,,,
LOOKOU,.jpg,1,3,3,0,610641,596.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\LOOKOUT,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\LOOKOUT\LOOKOU01.jpg,,,,,,
MEZROC,.jpg,1,3,3,0,816374,797.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\MEZROCA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\MEZROCA\MEZROC01.jpg,,,,,,
ALFOMB,.jpg,1,3,3,0,610198,595.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\MEZROCA\MEZROCA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\MEZROCA\MEZROCA\ALFOMB01.JPG,,,,,,
MARBLE,.jpg,10,22,3,10,150573,147.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\MEZROCA\MEZROCA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\MEZROCA\MEZROCA\MARBLE10.JPG,,,,,,
MODERN,.jpg,1,3,3,0,871710,851.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\MODERNHO,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\MODERNHO\MODERN01.jpg,,,,,,
RIDEAU,.jpg,1,3,3,0,832606,813.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\RIDEAU,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\RIDEAU\RIDEAU01.jpg,,,,,,
SAWMIL,.jpg,1,3,3,0,924990,903.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\SAWMILL,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\SAWMILL\SAWMIL01.jpg,,,,,,
SIGNAL,.jpg,1,3,3,0,883550,862.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\SIGNAL,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\SIGNAL\SIGNAL01.jpg,,,,,,
SMOKEH,.jpg,1,3,3,0,1251557,1.2 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\SMOKEHOU,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\SMOKEHOU\SMOKEH01.jpg,,,,,,
STORY,.jpg,1,3,3,0,1128165,1.1 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\STORY,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\STORY\STORY_01.jpg,,,,,,
